Seat Name En,Seat Name Mm,Party Name Pretty En,Uec Id (Parties.Csv),% of Total Valid Total Votes
Kayah Constituency 10,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၀,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,15.507726269%
Kayah Constituency 10,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၀,,,11.451434879%
Kayah Constituency 11,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.037974684%
Kayah Constituency 11,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၁,National Unity Party,5f3f9035c749de0ddc9de02e,9.511754069%
Kayah Constituency 11,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၁,National League for Democracy,5f3f9035c749de0ddc9de05b,59.638336347%
Kayah Constituency 11,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၁,Kayin People's Party,5f3f9035c749de0ddc9de035,7.811934901%
Kayah Constituency 12,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,15.538694992%
Kayah Constituency 12,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,Shan Nationalities Democratic Party,5f3f9035c749de0ddc9de03b,2.154779970%
Kayah Constituency 12,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Unity Party,5f3f9035c749de0ddc9de02e,2.124430956%
Kayah Constituency 12,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,47.283763278%
Kayah Constituency 12,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Development Party,5f3f9035c749de0ddc9de08b,3.308042489%
Kayah Constituency 12,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,Kayah Unity Democracy Party,5f3f9035c749de0ddc9de06d,1.335356601%
Kayah Constituency 12,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,All Nationals' Democracy Party Kayah State,5f3f9035c749de0ddc9de06c,6.433990895%
Kayah Constituency 12,ကယားပြည်နယ် မဲဆန္ဒနယ် ၁၂,,,21.820940819%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.265881925%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,9.102825328%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Pa-O National Organization (PNO),5f3f9035c749de0ddc9de031,3.557291734%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National Unity Party,5f3f9035c749de0ddc9de02e,1.892204067%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,48.837812934%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National Development Party,5f3f9035c749de0ddc9de08b,2.595616005%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,National Democratic Force,5f3f9035c749de0ddc9de052,1.165431586%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Mon National Party,5f3f9035c749de0ddc9de066,6.334600859%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Kayin Unity Democratic Party,5f3f9035c749de0ddc9de084,1.894799683%
Kayin Constituency 1,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁,Karen Democratic Party,5f3f9035c749de0ddc9de05f,3.353535878%
Kayin Constituency 2,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.862570160%
Kayin Constituency 2,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,10.754740420%
Kayin Constituency 2,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၂,National Unity Party,5f3f9035c749de0ddc9de02e,2.066699041%
Kayin Constituency 2,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၂,National League for Democracy,5f3f9035c749de0ddc9de05b,46.504116458%
Kayin Constituency 2,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၂,National Development Party,5f3f9035c749de0ddc9de08b,3.067297593%
Kayin Constituency 2,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Kayin Unity Democratic Party,5f3f9035c749de0ddc9de084,1.631901702%
Kayin Constituency 2,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၂,Kayin State Democracy and Development Party (KSDDP),5f3f9035c749de0ddc9de055,9.112674625%
Kayin Constituency 3,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.008141237%
Kayin Constituency 3,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,10.716245884%
Kayin Constituency 3,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၃,National Unity Party,5f3f9035c749de0ddc9de02e,3.432583242%
Kayin Constituency 3,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၃,National League for Democracy,5f3f9035c749de0ddc9de05b,52.424076107%
Kayin Constituency 3,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၃,National Development Party,5f3f9035c749de0ddc9de08b,6.160812294%
Kayin Constituency 3,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၃,Kayin State Democracy and Development Party (KSDDP),5f3f9035c749de0ddc9de055,4.258141237%
Kayin Constituency 4,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.344295992%
Kayin Constituency 4,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,14.285714286%
Kayin Constituency 4,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၄,National League for Democracy,5f3f9035c749de0ddc9de05b,37.501101160%
Kayin Constituency 4,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၄,National Development Party,5f3f9035c749de0ddc9de08b,10.242255175%
Kayin Constituency 4,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၄,National Democratic Force,5f3f9035c749de0ddc9de052,1.218616943%
Kayin Constituency 4,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၄,Karen Democratic Party,5f3f9035c749de0ddc9de05f,11.408016444%
Kayin Constituency 5,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,62.542282357%
Kayin Constituency 5,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၅,National League for Democracy,5f3f9035c749de0ddc9de05b,35.659604771%
Kayin Constituency 5,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၅,Kayin People's Party,5f3f9035c749de0ddc9de035,1.798112872%
Kayin Constituency 6,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,44.165247019%
Kayin Constituency 6,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၆,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,2.768313458%
Kayin Constituency 6,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၆,National Unity Party,5f3f9035c749de0ddc9de02e,10.434412266%
Kayin Constituency 6,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၆,National League for Democracy,5f3f9035c749de0ddc9de05b,31.388415673%
Kayin Constituency 6,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၆,National Development Party,5f3f9035c749de0ddc9de08b,7.666098807%
Kayin Constituency 6,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၆,,,3.577512777%
Kayin Constituency 7,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.136827159%
Kayin Constituency 7,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,3.185749322%
Kayin Constituency 7,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၇,National League for Democracy,5f3f9035c749de0ddc9de05b,40.942300245%
Kayin Constituency 7,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၇,Kayin People's Party,5f3f9035c749de0ddc9de035,35.735123274%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.188041162%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,3.161974704%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,National Unity Party,5f3f9035c749de0ddc9de02e,1.461988304%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,National League for Democracy,5f3f9035c749de0ddc9de05b,49.129606963%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,National Development Party,5f3f9035c749de0ddc9de08b,2.821977424%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,National Democratic Force,5f3f9035c749de0ddc9de052,1.448388413%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Kayin State Democracy and Development Party (KSDDP),5f3f9035c749de0ddc9de055,3.959834988%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,Kayin People's Party,5f3f9035c749de0ddc9de035,7.221542228%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,88 Generation Student Youths (Union of Myanmar),5f3f9035c749de0ddc9de03d,1.464254953%
Kayin Constituency 8,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၈,,,1.142390861%
Kayin Constituency 9,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.693324220%
Kayin Constituency 9,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,3.033151059%
Kayin Constituency 9,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၉,National Unity Party,5f3f9035c749de0ddc9de02e,2.543290043%
Kayin Constituency 9,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၉,National League for Democracy,5f3f9035c749de0ddc9de05b,41.396103896%
Kayin Constituency 9,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၉,National Development Party,5f3f9035c749de0ddc9de08b,10.030758715%
Kayin Constituency 9,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၉,National Democratic Force,5f3f9035c749de0ddc9de052,1.836978811%
Kayin Constituency 9,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၉,Karen Democratic Party,5f3f9035c749de0ddc9de05f,2.466393256%
Kayin Constituency 10,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.272727273%
Kayin Constituency 10,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,13.500766419%
Kayin Constituency 10,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,National League for Democracy,5f3f9035c749de0ddc9de05b,35.470463389%
Kayin Constituency 10,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,National Development Party,5f3f9035c749de0ddc9de08b,2.396533428%
Kayin Constituency 10,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,National Democratic Force,5f3f9035c749de0ddc9de052,2.048697088%
Kayin Constituency 10,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၀,All Mon Region Democracy Party,5f3f9035c749de0ddc9de039,19.310812404%
Kayin Constituency 11,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,43.561763422%
Kayin Constituency 11,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,3.841117416%
Kayin Constituency 11,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,National Unity Party,5f3f9035c749de0ddc9de02e,2.407973229%
Kayin Constituency 11,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,National League for Democracy,5f3f9035c749de0ddc9de05b,41.939473301%
Kayin Constituency 11,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,National Democratic Force,5f3f9035c749de0ddc9de052,3.266404772%
Kayin Constituency 11,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၁,Kayin People's Party,5f3f9035c749de0ddc9de035,4.983267860%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.825243353%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Phlone-Sqaw Democratic Party,5f3f9035c749de0ddc9de04a,8.447115699%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,46.272947018%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,National Democratic Force,5f3f9035c749de0ddc9de052,1.600574900%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Mon National Party,5f3f9035c749de0ddc9de066,8.623505586%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Kayin State Democracy and Development Party (KSDDP),5f3f9035c749de0ddc9de055,3.540863657%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Kayin People's Party,5f3f9035c749de0ddc9de035,1.607107859%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,Karen Democratic Party,5f3f9035c749de0ddc9de05f,1.391520220%
Kayin Constituency 12,ကရင်ပြည်နယ် မဲဆန္ဒနယ် ၁၂,All Mon Region Democracy Party,5f3f9035c749de0ddc9de039,3.691121709%
Magway Constituency 1,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.978078813%
Magway Constituency 1,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,National Unity Party,5f3f9035c749de0ddc9de02e,1.944329186%
Magway Constituency 1,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,68.500932133%
Magway Constituency 1,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,National Development Party,5f3f9035c749de0ddc9de08b,1.076481623%
Magway Constituency 1,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,National Democratic Force,5f3f9035c749de0ddc9de052,0.769082419%
Magway Constituency 1,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,0.731095826%
Magway Constituency 2,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.193371304%
Magway Constituency 2,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,National Unity Party,5f3f9035c749de0ddc9de02e,1.732359696%
Magway Constituency 2,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,National League for Democracy,5f3f9035c749de0ddc9de05b,70.040064680%
Magway Constituency 2,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,National Development Party,5f3f9035c749de0ddc9de08b,1.552120132%
Magway Constituency 2,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,National Democratic Force,5f3f9035c749de0ddc9de052,1.482084187%
Magway Constituency 3,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.717166361%
Magway Constituency 3,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,National Unity Party,5f3f9035c749de0ddc9de02e,3.617939375%
Magway Constituency 3,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,National League for Democracy,5f3f9035c749de0ddc9de05b,69.255055726%
Magway Constituency 3,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,National Development Party,5f3f9035c749de0ddc9de08b,4.188091983%
Magway Constituency 3,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,0.891714787%
Magway Constituency 3,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,,,1.330031767%
Magway Constituency 4,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,United Democratic Party,5f3f9035c749de0ddc9de03c,0.770582484%
Magway Constituency 4,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.276261000%
Magway Constituency 4,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,National Unity Party,5f3f9035c749de0ddc9de02e,3.813938859%
Magway Constituency 4,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,National League for Democracy,5f3f9035c749de0ddc9de05b,59.885951057%
Magway Constituency 4,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,National Democratic Force,5f3f9035c749de0ddc9de052,3.253266600%
Magway Constituency 5,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.133079848%
Magway Constituency 5,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,National Unity Party,5f3f9035c749de0ddc9de02e,1.358840304%
Magway Constituency 5,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,National League for Democracy,5f3f9035c749de0ddc9de05b,67.165874525%
Magway Constituency 5,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,National Development Party,5f3f9035c749de0ddc9de08b,1.259505703%
Magway Constituency 5,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,1.082699620%
Magway Constituency 6,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.237677709%
Magway Constituency 6,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,National League for Democracy,5f3f9035c749de0ddc9de05b,64.065267253%
Magway Constituency 6,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,6.697055038%
Magway Constituency 7,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.637925565%
Magway Constituency 7,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,National Unity Party,5f3f9035c749de0ddc9de02e,5.729157970%
Magway Constituency 7,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,National League for Democracy,5f3f9035c749de0ddc9de05b,55.694511696%
Magway Constituency 7,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,National Development Party,5f3f9035c749de0ddc9de08b,2.070010519%
Magway Constituency 7,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,1.868394250%
Magway Constituency 8,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,United Democratic Party,5f3f9035c749de0ddc9de03c,1.594913595%
Magway Constituency 8,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.500131772%
Magway Constituency 8,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၈,National League for Democracy,5f3f9035c749de0ddc9de05b,66.904954633%
Magway Constituency 9,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.394205732%
Magway Constituency 9,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,National Unity Party,5f3f9035c749de0ddc9de02e,2.656210801%
Magway Constituency 9,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,National League for Democracy,5f3f9035c749de0ddc9de05b,70.358659827%
Magway Constituency 9,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,National Development Party,5f3f9035c749de0ddc9de08b,1.701601253%
Magway Constituency 9,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၉,,,1.889322387%
Magway Constituency 10,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.373611873%
Magway Constituency 10,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,National Unity Party,5f3f9035c749de0ddc9de02e,2.648746423%
Magway Constituency 10,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,National League for Democracy,5f3f9035c749de0ddc9de05b,63.124379142%
Magway Constituency 10,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၀,National Democratic Force,5f3f9035c749de0ddc9de052,0.853262562%
Magway Constituency 11,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.050561604%
Magway Constituency 11,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,National League for Democracy,5f3f9035c749de0ddc9de05b,62.820855154%
Magway Constituency 11,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,Myanmar Farmers Development Party,5f3f9035c749de0ddc9de069,1.668877481%
Magway Constituency 11,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၁,88 Generation Student Youths (Union of Myanmar),5f3f9035c749de0ddc9de03d,5.459705761%
Magway Constituency 12,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.815786111%
Magway Constituency 12,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,National Unity Party,5f3f9035c749de0ddc9de02e,3.367265603%
Magway Constituency 12,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,National League for Democracy,5f3f9035c749de0ddc9de05b,70.331067802%
Magway Constituency 12,မကွေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁၂,,,1.485880485%
Mandalay Constituency 1,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.673668530%
Mandalay Constituency 1,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,National Unity Party,5f3f9035c749de0ddc9de02e,1.966974845%
Mandalay Constituency 1,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,National League for Democracy,5f3f9035c749de0ddc9de05b,76.559738983%
Mandalay Constituency 1,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၁,Democratic Party (Myanmar),5f3f9035c749de0ddc9de032,1.799617642%
Mandalay Constituency 2,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.911297656%
Mandalay Constituency 2,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,National League for Democracy,5f3f9035c749de0ddc9de05b,80.564859962%
Mandalay Constituency 2,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,Democratic Party (Myanmar),5f3f9035c749de0ddc9de032,1.022240704%
Mandalay Constituency 2,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၂,88 Generation Student Youths (Union of Myanmar),5f3f9035c749de0ddc9de03d,1.501601678%
Mandalay Constituency 3,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.745123741%
Mandalay Constituency 3,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,National Unity Party,5f3f9035c749de0ddc9de02e,3.528313114%
Mandalay Constituency 3,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,National League for Democracy,5f3f9035c749de0ddc9de05b,69.384016924%
Mandalay Constituency 3,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၃,,,1.342546221%
Mandalay Constituency 4,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.354354798%
Mandalay Constituency 4,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,National Unity Party,5f3f9035c749de0ddc9de02e,2.669584346%
Mandalay Constituency 4,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,National League for Democracy,5f3f9035c749de0ddc9de05b,61.873214962%
Mandalay Constituency 4,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၄,National Development Party,5f3f9035c749de0ddc9de08b,3.102845893%
Mandalay Constituency 5,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.519703404%
Mandalay Constituency 5,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,National Unity Party,5f3f9035c749de0ddc9de02e,1.545908601%
Mandalay Constituency 5,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,National League for Democracy,5f3f9035c749de0ddc9de05b,74.362472222%
Mandalay Constituency 5,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,National Development Party,5f3f9035c749de0ddc9de08b,2.506985852%
Mandalay Constituency 5,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၅,Democratic Party for a New Society,5f3f9035c749de0ddc9de079,1.064929921%
Mandalay Constituency 6,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.053924549%
Mandalay Constituency 6,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,National League for Democracy,5f3f9035c749de0ddc9de05b,58.115907833%
Mandalay Constituency 6,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၆,National Development Party,5f3f9035c749de0ddc9de08b,3.830167618%
Mandalay Constituency 7,မန္တလေးတိုင်းဒေသကြီး မဲဆန္ဒနယ် ၇,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.387425986%
